"상세지역 보고서(2026.08.01.~2026.08.31.),2580077"
상세지역,일별,노출수,클릭수,클릭률(%),평균 CPC,총비용,평균노출순위,총 전환수,직접전환수,간접전환수,총 전환율(%),총 전환매출액(원),직접전환매출액(원),간접전환매출액(원),총 전환당비용(원),총 광고수익률(%),구매완료 전환수,구매완료 전환매출액(원),구매완료 광고수익률(%)
서울특별시 강서구,2026.08.30.,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 강서구,2026.08.31.,6,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 관악구,2026.08.26.,2,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 관악구,2026.08.27.,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 관악구,2026.08.30.,3,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 광진구,2026.08.27.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 광진구,2026.08.28.,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 광진구,2026.08.29.,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 광진구,2026.08.30.,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 구로구,2026.08.26.,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 구로구,2026.08.27.,6,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 구로구,2026.08.28.,5,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 구로구,2026.08.29.,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 구로구,2026.08.30.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 구로구,2026.08.31.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 금천구,2026.08.26.,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 금천구,2026.08.28.,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 금천구,2026.08.30.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 노원구,2026.08.26.,7,1,14.29,497,497,6.1,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 노원구,2026.08.27.,69,4,5.8,459,1835,4.4,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 노원구,2026.08.28.,183,4,2.19,636,2545,3.3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 노원구,2026.08.29.,219,4,1.83,805,3222,3.2,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 노원구,2026.08.30.,262,5,1.91,722,3610,2.5,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 노원구,2026.08.31.,174,5,2.87,1058,5289,3.4,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 도봉구,2026.08.27.,33,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 도봉구,2026.08.28.,35,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 도봉구,2026.08.29.,19,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 도봉구,2026.08.30.,75,2,2.67,1067,2135,3.3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 도봉구,2026.08.31.,95,2,2.11,561,1122,3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 동대문구,2026.08.27.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 동대문구,2026.08.28.,5,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 동대문구,2026.08.29.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 동대문구,2026.08.31.,2,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 동작구,2026.08.26.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 동작구,2026.08.27.,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 동작구,2026.08.29.,3,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 동작구,2026.08.30.,3,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 마포구,2026.08.27.,3,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 마포구,2026.08.28.,4,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 마포구,2026.08.29.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 마포구,2026.08.31.,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 서대문구,2026.08.27.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 서대문구,2026.08.29.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 서대문구,2026.08.31.,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 서초구,2026.08.26.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 서초구,2026.08.27.,7,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 서초구,2026.08.28.,8,1,12.5,723,723,2.9,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 서초구,2026.08.29.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 서초구,2026.08.30.,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 서초구,2026.08.31.,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 성동구,2026.08.26.,4,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 성동구,2026.08.27.,14,1,7.14,536,536,4,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 성동구,2026.08.28.,2,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 성동구,2026.08.29.,4,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 성동구,2026.08.30.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 성동구,2026.08.31.,9,1,11.11,77,77,2.9,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 성북구,2026.08.26.,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 성북구,2026.08.27.,12,2,16.67,348,697,3.8,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 성북구,2026.08.28.,27,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 성북구,2026.08.29.,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 성북구,2026.08.30.,7,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 성북구,2026.08.31.,3,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 송파구,2026.08.27.,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 송파구,2026.08.28.,6,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 송파구,2026.08.30.,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 송파구,2026.08.31.,6,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 양천구,2026.08.27.,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 양천구,2026.08.28.,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 영등포구,2026.08.26.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 영등포구,2026.08.27.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 영등포구,2026.08.28.,3,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 영등포구,2026.08.29.,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 영등포구,2026.08.30.,7,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 영등포구,2026.08.31.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 용산구,2026.08.26.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 용산구,2026.08.27.,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 용산구,2026.08.28.,4,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 용산구,2026.08.29.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 용산구,2026.08.30.,3,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 용산구,2026.08.31.,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 은평구,2026.08.28.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 은평구,2026.08.29.,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 종로구,2026.08.28.,6,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 종로구,2026.08.30.,4,1,25,129,129,3.5,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 종로구,2026.08.31.,3,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 중구,2026.08.27.,7,1,14.29,477,477,4.6,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 중구,2026.08.28.,17,1,5.88,957,957,2.1,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 중구,2026.08.29.,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 중구,2026.08.30.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 중구,2026.08.31.,12,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 중랑구,2026.08.27.,2,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 중랑구,2026.08.29.,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 중랑구,2026.08.30.,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 중랑구,2026.08.31.,3,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0
세종특별자치시,2026.08.28.,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
울산광역시 남구,2026.08.26.,2,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
울산광역시 남구,2026.08.27.,2,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
울산광역시 남구,2026.08.29.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
울산광역시 남구,2026.08.30.,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
울산광역시 동구,2026.08.27.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
울산광역시 동구,2026.08.28.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
울산광역시 북구,2026.08.27.,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
울산광역시 울주군,2026.08.27.,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
울산광역시 울주군,2026.08.28.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
울산광역시 중구,2026.08.30.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 검단구,2026.08.28.,2,1,50,742,742,3.5,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 검단구,2026.08.29.,2,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 검단구,2026.08.30.,2,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 검단구,2026.08.31.,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 계양구,2026.08.26.,6,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 계양구,2026.08.28.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 남동구,2026.08.26.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 남동구,2026.08.27.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 남동구,2026.08.30.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 미추홀구 ,2026.08.26.,2,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 미추홀구 ,2026.08.28.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 미추홀구 ,2026.08.31.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 부평구,2026.08.27.,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 부평구,2026.08.28.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 부평구,2026.08.30.,3,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 서해구,2026.08.26.,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 서해구,2026.08.28.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 서해구,2026.08.30.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 서해구,2026.08.31.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 연수구,2026.08.26.,8,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 연수구,2026.08.27.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 연수구,2026.08.29.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 연수구,2026.08.30.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 연수구,2026.08.31.,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 영종구,2026.08.27.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 영종구,2026.08.28.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
전남광주통합특별시 광산구,2026.08.26.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
전남광주통합특별시 광산구,2026.08.28.,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
전남광주통합특별시 광산구,2026.08.29.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
전남광주통합특별시 광산구,2026.08.31.,2,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
전남광주통합특별시 구례군,2026.08.27.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
전남광주통합특별시 남구,2026.08.26.,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
전남광주통합특별시 남구,2026.08.27.,3,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0
전남광주통합특별시 남구,2026.08.28.,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
전남광주통합특별시 목포시,2026.08.29.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
전남광주통합특별시 북구,2026.08.26.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
전남광주통합특별시 북구,2026.08.28.,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
전남광주통합특별시 서구,2026.08.29.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
전남광주통합특별시 서구,2026.08.30.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
전남광주통합특별시 서구,2026.08.31.,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
전남광주통합특별시 순천시,2026.08.27.,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
전남광주통합특별시 여수시,2026.08.28.,5,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0
전남광주통합특별시 여수시,2026.08.31.,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
전남광주통합특별시 완도군,2026.08.30.,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
전남광주통합특별시 함평군,2026.08.31.,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
전남광주통합특별시 화순군,2026.08.31.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
전북특별자치도 고창군,2026.08.27.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
전북특별자치도 군산시,2026.08.26.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
전북특별자치도 완주군,2026.08.27.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
전북특별자치도 익산시,2026.08.29.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
전북특별자치도 익산시,2026.08.31.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
전북특별자치도 장수군,2026.08.27.,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
전북특별자치도 전주시 덕진구,2026.08.26.,2,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
전북특별자치도 전주시 덕진구,2026.08.28.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
전북특별자치도 전주시 덕진구,2026.08.30.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
전북특별자치도 전주시 덕진구,2026.08.31.,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
전북특별자치도 전주시 완산구,2026.08.26.,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
전북특별자치도 전주시 완산구,2026.08.27.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
전북특별자치도 전주시 완산구,2026.08.30.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
전북특별자치도 전주시 완산구,2026.08.31.,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
제주특별자치도 서귀포시,2026.08.28.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
제주특별자치도 서귀포시,2026.08.30.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
제주특별자치도 제주시,2026.08.29.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
제주특별자치도 제주시,2026.08.30.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
충청남도 계룡시,2026.08.26.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
충청남도 공주시,2026.08.26.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
충청남도 논산시,2026.08.26.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
충청남도 논산시,2026.08.30.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
충청남도 당진시,2026.08.27.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
충청남도 당진시,2026.08.28.,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
충청남도 보령시,2026.08.28.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
충청남도 서산시,2026.08.29.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
충청남도 서천군,2026.08.26.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
충청남도 아산시,2026.08.26.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
충청남도 아산시,2026.08.28.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
충청남도 아산시,2026.08.29.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
충청남도 천안시 동남구,2026.08.26.,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
충청남도 천안시 동남구,2026.08.31.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
충청남도 천안시 서북구,2026.08.26.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
충청남도 천안시 서북구,2026.08.27.,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
충청남도 천안시 서북구,2026.08.31.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
충청남도 태안군,2026.08.31.,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
충청북도 음성군,2026.08.26.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
충청북도 음성군,2026.08.31.,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
충청북도 제천시,2026.08.30.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
충청북도 제천시,2026.08.31.,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
충청북도 진천군,2026.08.27.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
충청북도 청주시 상당구,2026.08.26.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
충청북도 청주시 상당구,2026.08.27.,2,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
충청북도 청주시 상당구,2026.08.29.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
충청북도 청주시 상당구,2026.08.30.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
충청북도 청주시 서원구,2026.08.26.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
충청북도 청주시 청원구,2026.08.31.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
충청북도 청주시 흥덕구,2026.08.26.,3,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0
충청북도 청주시 흥덕구,2026.08.28.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
충청북도 청주시 흥덕구,2026.08.29.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
충청북도 충주시,2026.08.27.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
충청북도 충주시,2026.08.28.,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
충청북도 충주시,2026.08.30.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
