"상세지역 보고서(2026.08.01.~2026.08.31.),2580077"
상세지역,일별,노출수,클릭수,클릭률(%),평균 CPC,총비용,평균노출순위,총 전환수,직접전환수,간접전환수,총 전환율(%),총 전환매출액(원),직접전환매출액(원),간접전환매출액(원),총 전환당비용(원),총 광고수익률(%),구매완료 전환수,구매완료 전환매출액(원),구매완료 광고수익률(%)
경기도 과천시,2026.08.28.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도 과천시,2026.08.31.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 광명시,2026.08.26.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 광명시,2026.08.27.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경기도 광명시,2026.08.29.,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
경기도 광명시,2026.08.30.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경기도 광명시,2026.08.31.,2,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
경기도 광주시,2026.08.27.,2,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
경기도 광주시,2026.08.28.,2,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
경기도 광주시,2026.08.29.,3,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 구리시,2026.08.26.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 구리시,2026.08.29.,5,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0
경기도 구리시,2026.08.30.,2,1,50,518,518,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도 김포시,2026.08.26.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경기도 김포시,2026.08.27.,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경기도 김포시,2026.08.28.,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도 김포시,2026.08.29.,2,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
경기도 김포시,2026.08.30.,3,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 남양주시,2026.08.26.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경기도 남양주시,2026.08.27.,3,1,33.33,537,537,4.3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 남양주시,2026.08.28.,20,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0
경기도 남양주시,2026.08.29.,4,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 남양주시,2026.08.30.,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도 남양주시,2026.08.31.,6,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0
경기도 동두천시,2026.08.30.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
경기도 부천시 소사구,2026.08.30.,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 부천시 소사구,2026.08.31.,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경기도 부천시 오정구,2026.08.26.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경기도 부천시 원미구,2026.08.27.,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 부천시 원미구,2026.08.28.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경기도 부천시 원미구,2026.08.29.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 부천시 원미구,2026.08.30.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 부천시 원미구,2026.08.31.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 성남시 분당구,2026.08.26.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 성남시 분당구,2026.08.28.,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도 성남시 분당구,2026.08.29.,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도 성남시 분당구,2026.08.30.,11,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0
경기도 성남시 분당구,2026.08.31.,6,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 성남시 수정구,2026.08.26.,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도 성남시 수정구,2026.08.27.,18,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
경기도 성남시 수정구,2026.08.28.,17,1,5.88,805,805,2.8,0,0,0,0,0,0,0,0,0,0,0,0
경기도 성남시 수정구,2026.08.29.,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 성남시 수정구,2026.08.30.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도 성남시 수정구,2026.08.31.,12,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0
경기도 성남시 중원구,2026.08.31.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경기도 수원시 권선구,2026.08.29.,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
경기도 수원시 권선구,2026.08.31.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도 수원시 영통구,2026.08.26.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경기도 수원시 영통구,2026.08.27.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 수원시 영통구,2026.08.29.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도 수원시 영통구,2026.08.30.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
경기도 수원시 영통구,2026.08.31.,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
경기도 수원시 장안구,2026.08.28.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도 수원시 장안구,2026.08.31.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
경기도 시흥시,2026.08.28.,2,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0
경기도 시흥시,2026.08.29.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 시흥시,2026.08.31.,3,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0
경기도 안산시 단원구,2026.08.27.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
경기도 안산시 단원구,2026.08.30.,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
경기도 안산시 상록구,2026.08.26.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경기도 안산시 상록구,2026.08.27.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 안산시 상록구,2026.08.28.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도 안산시 상록구,2026.08.29.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
경기도 안산시 상록구,2026.08.31.,2,1,50,1368,1368,3.5,0,0,0,0,0,0,0,0,0,0,0,0
경기도 안양시 동안구,2026.08.28.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경기도 안양시 동안구,2026.08.30.,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
경기도 안양시 동안구,2026.08.31.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 안양시 만안구,2026.08.29.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 양주시,2026.08.27.,2,1,50,476,476,2,0,0,0,0,0,0,0,0,0,0,0,0
경기도 양주시,2026.08.28.,4,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0
경기도 양주시,2026.08.29.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 양주시,2026.08.30.,3,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 양평군,2026.08.26.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경기도 양평군,2026.08.31.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 여주시,2026.08.26.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경기도 오산시,2026.08.27.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 오산시,2026.08.28.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도 오산시,2026.08.31.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 용인시 기흥구,2026.08.26.,2,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0
경기도 용인시 기흥구,2026.08.27.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
경기도 용인시 수지구,2026.08.26.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 용인시 수지구,2026.08.29.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도 용인시 수지구,2026.08.30.,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 용인시 처인구,2026.08.26.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경기도 용인시 처인구,2026.08.28.,5,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0
경기도 의왕시,2026.08.26.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 의왕시,2026.08.30.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경기도 의왕시,2026.08.31.,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
경기도 의정부시,2026.08.27.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도 의정부시,2026.08.28.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도 의정부시,2026.08.29.,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 의정부시,2026.08.30.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 의정부시,2026.08.31.,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도 파주시,2026.08.26.,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경기도 파주시,2026.08.27.,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 파주시,2026.08.28.,11,1,9.09,1066,1066,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 파주시,2026.08.31.,2,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
경기도 평택시,2026.08.26.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 평택시,2026.08.28.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
경기도 평택시,2026.08.29.,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도 포천시,2026.08.31.,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
경기도 하남시,2026.08.29.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
경기도 화성시 동탄구,2026.08.27.,2,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
경기도 화성시 동탄구,2026.08.28.,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 화성시 동탄구,2026.08.29.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 화성시 동탄구,2026.08.30.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 화성시 동탄구,2026.08.31.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
경기도 화성시 만세구,2026.08.31.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경기도 화성시 병점구,2026.08.31.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
경기도 화성시 효행구,2026.08.28.,2,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 거제시,2026.08.27.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 김해시,2026.08.26.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 김해시,2026.08.27.,4,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 김해시,2026.08.28.,3,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 김해시,2026.08.30.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 밀양시,2026.08.28.,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 사천시,2026.08.26.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 양산시,2026.08.29.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 진주시,2026.08.29.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 창원시 마산회원구,2026.08.26.,3,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 창원시 마산회원구,2026.08.30.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 창원시 마산회원구,2026.08.31.,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 창원시 성산구,2026.08.26.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 창원시 성산구,2026.08.31.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 창원시 의창구,2026.08.26.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 창원시 진해구,2026.08.30.,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 창원시 진해구,2026.08.31.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 통영시,2026.08.27.,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 통영시,2026.08.28.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 함안군,2026.08.31.,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
경상북도 경산시,2026.08.26.,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
경상북도 경산시,2026.08.30.,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경상북도 경주시,2026.08.26.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경상북도 경주시,2026.08.30.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경상북도 구미시,2026.08.30.,3,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0
경상북도 김천시,2026.08.27.,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경상북도 안동시,2026.08.28.,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경상북도 안동시,2026.08.30.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
경상북도 영주시,2026.08.30.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경상북도 의성군,2026.08.26.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
경상북도 포항시 남구,2026.08.26.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경상북도 포항시 남구,2026.08.28.,3,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0
경상북도 포항시 북구,2026.08.26.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
경상북도 포항시 북구,2026.08.31.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
국내 - 상세 위치 확인불가,2026.08.26.,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
국내 - 상세 위치 확인불가,2026.08.27.,18,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0
국내 - 상세 위치 확인불가,2026.08.28.,36,3,8.33,555,1664,3,0,0,0,0,0,0,0,0,0,0,0,0
국내 - 상세 위치 확인불가,2026.08.29.,11,2,18.18,935,1870,3.3,0,0,0,0,0,0,0,0,0,0,0,0
국내 - 상세 위치 확인불가,2026.08.30.,22,2,9.09,1091,2183,3.2,0,0,0,0,0,0,0,0,0,0,0,0
국내 - 상세 위치 확인불가,2026.08.31.,22,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0
대구광역시 남구,2026.08.26.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
대구광역시 남구,2026.08.27.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
대구광역시 달서구,2026.08.26.,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
대구광역시 달서구,2026.08.27.,3,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0
대구광역시 달서구,2026.08.28.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
대구광역시 동구,2026.08.30.,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
대구광역시 북구,2026.08.26.,2,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
대구광역시 북구,2026.08.29.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
대구광역시 북구,2026.08.31.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
대구광역시 서구,2026.08.26.,2,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
대구광역시 수성구,2026.08.26.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
대구광역시 수성구,2026.08.29.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
대구광역시 수성구,2026.08.31.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
대구광역시 중구,2026.08.31.,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
대전광역시 대덕구,2026.08.26.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
대전광역시 대덕구,2026.08.30.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
대전광역시 동구,2026.08.30.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
대전광역시 동구,2026.08.31.,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
대전광역시 서구,2026.08.26.,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
대전광역시 서구,2026.08.28.,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
대전광역시 서구,2026.08.31.,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
대전광역시 유성구,2026.08.26.,6,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0
대전광역시 유성구,2026.08.27.,4,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
대전광역시 유성구,2026.08.28.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
대전광역시 유성구,2026.08.30.,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
대전광역시 중구,2026.08.29.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
대전광역시 중구,2026.08.31.,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 강서구,2026.08.28.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 강서구,2026.08.29.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 강서구,2026.08.31.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 금정구,2026.08.26.,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 금정구,2026.08.28.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 금정구,2026.08.29.,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 금정구,2026.08.30.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 기장군,2026.08.30.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 남구,2026.08.27.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 남구,2026.08.28.,2,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 동구,2026.08.29.,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 부산진구,2026.08.26.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 부산진구,2026.08.27.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 부산진구,2026.08.28.,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 부산진구,2026.08.29.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 북구,2026.08.26.,2,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 북구,2026.08.29.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 사상구,2026.08.31.,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 수영구,2026.08.29.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 연제구,2026.08.31.,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 영도구,2026.08.29.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 영도구,2026.08.30.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 해운대구,2026.08.26.,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시 해운대구,2026.08.28.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 강남구,2026.08.26.,13,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 강남구,2026.08.27.,20,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 강남구,2026.08.28.,16,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 강남구,2026.08.29.,10,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 강남구,2026.08.30.,3,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 강남구,2026.08.31.,10,1,10,1316,1316,3.1,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 강동구,2026.08.26.,4,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 강동구,2026.08.27.,4,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 강동구,2026.08.29.,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 강동구,2026.08.30.,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 강북구,2026.08.26.,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 강북구,2026.08.27.,9,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 강북구,2026.08.28.,14,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 강북구,2026.08.29.,5,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 강북구,2026.08.30.,4,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 강북구,2026.08.31.,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 강서구,2026.08.26.,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 강서구,2026.08.27.,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 강서구,2026.08.28.,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
